PART_NAME,OEM_NAME,OEM_NUMBER,NEW_OEM_NUMBER,PART_NUMBER,NEW_PART_NUMBER,UPC,COMMENT
"T-SLOT NUT - 7/8-9 THREAD SIZE, 1 TABLE",TE-CO,41423,41423,SG5041423,SG5041423,,toolong
"T-SLOT NUT - 7/8-9 THREAD SIZE, 1 1/16 T",TE-CO,41424,41424,SG5041424,SG5041424,,toolong
"T-SLOT NUT - 7/8-9 THREAD SIZE, 1 1/8 TA",TE-CO,41425,41425,SG5041425,SG5041425,,toolong
"T-SLOT NUT - 1-8 THREAD SIZE, 1 1/16 TAB",TE-CO,41426,41426,SG5041426,SG5041426,,toolong
"T-SLOT NUT - 1-8 THREAD SIZE, 1 1/8 TABL",TE-CO,41427,41427,SG5041427,SG5041427,,toolong
"T-SLOT NUT - 1-8 THREAD SIZE, 1 1/4 TABL",TE-CO,41428,41428,SG5041428,SG5041428,,toolong
"T-SLOT NUT - 7/8-9 THREAD SIZE, 1 5/16 T",TE-CO,41429,41429,SG5041429,SG5041429,,toolong
"T-SLOT NUT - 1-8 THREAD SIZE, 1 5/16 TAB",TE-CO,41430,41430,SG5041430,SG5041430,,toolong
"T-SLOT NUT - 1 1/4-7 THREAD SIZE, 1 3/8",TE-CO,41432,41432,SG5041432,SG5041432,,toolong
"T-SLOT NUT - M6-1.00 THREAD SIZE, 8 MM T",TE-CO,61401,61401,SG5061401,SG5061401,,toolong
"T-SLOT NUT - M6-1.00 THREAD SIZE, 10 MM",TE-CO,61402,61402,SG5061402,SG5061402,,toolong
"T-SLOT NUT - M8-1.25 THREAD SIZE, 10 MM",TE-CO,61403,61403,SG5061403,SG5061403,,toolong
"T-SLOT NUT - M10-1.50 THREAD SIZE, 12 MM",TE-CO,61404,61404,SG5061404,SG5061404,,toolong
"T-SLOT NUT - M10-1.50 THREAD SIZE, 14 MM",TE-CO,61405,61405,SG5061405,SG5061405,,toolong
"T-SLOT NUT - M12-1.75 THREAD SIZE, 14 MM",TE-CO,61406,61406,SG5061406,SG5061406,,toolong
"T-SLOT NUT - M12-1.75 THREAD SIZE, 16 MM",TE-CO,61407,61407,SG5061407,SG5061407,,toolong
"T-SLOT NUT - M12-1.75 THREAD SIZE, 17 MM",TE-CO,61408,61408,SG5061408,SG5061408,,toolong
"T-SLOT NUT - M16-2.00 THREAD SIZE, 18 MM",TE-CO,61409,61409,SG5061409,SG5061409,,toolong
"T-SLOT NUT - M16-2.00 THREAD SIZE, 22 MM",TE-CO,61410,61410,SG5061410,SG5061410,,toolong
"T-SLOT NUT - M20-2.50 THREAD SIZE, 22 MM",TE-CO,61411,61411,SG5061411,SG5061411,,toolong
"T-SLOT NUT - M24-3.00 THREAD SIZE, 27 MM",TE-CO,61412,61412,SG5061412,SG5061412,,toolong
"T-SLOT NUT - M24-3.00 THREAD SIZE, 33 MM",TE-CO,61413,61413,SG5061413,SG5061413,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/4-20 T,TE-CO,40351,40351,SG5040351,SG5040351,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/4-20 T,TE-CO,40353,40353,SG5040353,SG5040353,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/4-20 T,TE-CO,40354,40354,SG5040354,SG5040354,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/4-20 T,TE-CO,40355,40355,SG5040355,SG5040355,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/4-20 T,TE-CO,40356,40356,SG5040356,SG5040356,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/4-20 T,TE-CO,40357,40357,SG5040357,SG5040357,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/4-20 T,TE-CO,40358,40358,SG5040358,SG5040358,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/16-18,TE-CO,40454,40454,SG5040454,SG5040454,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/16-18,TE-CO,40456,40456,SG5040456,SG5040456,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/16-18,TE-CO,40458,40458,SG5040458,SG5040458,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40507,40507,SG5040507,SG5040507,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40510,40510,SG5040510,SG5040510,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40514,40514,SG5040514,SG5040514,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40551,40551,SG5040551,SG5040551,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40552,40552,SG5040552,SG5040552,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40553,40553,SG5040553,SG5040553,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40554,40554,SG5040554,SG5040554,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40555,40555,SG5040555,SG5040555,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/8-16 T,TE-CO,40556,40556,SG5040556,SG5040556,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/2-13 T,TE-CO,40771,40771,SG5040771,SG5040771,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/2-13 T,TE-CO,40772,40772,SG5040772,SG5040772,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/2-13 T,TE-CO,40773,40773,SG5040773,SG5040773,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/2-13 T,TE-CO,40774,40774,SG5040774,SG5040774,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/2-13 T,TE-CO,40776,40776,SG5040776,SG5040776,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/2-13 T,TE-CO,40778,40778,SG5040778,SG5040778,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/2-13 T,TE-CO,40779,40779,SG5040779,SG5040779,,toolong
CLAMPING STUD FOR T-SLOT WORK - 1/2-13 T,TE-CO,40780,40780,SG5040780,SG5040780,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40805,40805,SG5040805,SG5040805,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40850,40850,SG5040850,SG5040850,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40852,40852,SG5040852,SG5040852,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40853,40853,SG5040853,SG5040853,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40854,40854,SG5040854,SG5040854,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40856,40856,SG5040856,SG5040856,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40858,40858,SG5040858,SG5040858,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40859,40859,SG5040859,SG5040859,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40860,40860,SG5040860,SG5040860,,toolong
CLAMPING STUD FOR T-SLOT WORK - 5/8-11 T,TE-CO,40861,40861,SG5040861,SG5040861,,toolong
CLAMPING STUD FOR T-SLOT WORK - 3/4-10 T,TE-CO,40901,40901,SG5040901,SG5040901,,toolong
T-NUT AND STUD SET - MODEL 68207; M16,TE-CO,68207,68207,SG5068207,SG5068207,,toolong
"304 STAINLESS STEEL EYE BOLT, 3/8-16 THR",GENERIC USA,K2023-SS,K2023-SS,SF50SS006,SF50SS006,,toolong
"304 STAINLESS STEEL EYE BOLT, 1/2-13 THR",GENERIC USA,K2025-SS,K2025-SS,SF50SS008,SF50SS008,,toolong
"304 STAINLESS STEEL EYE BOLT, 5/8-11 THR",GENERIC USA,K2027-SS,K2027-SS,SF50SS010,SF50SS010,,toolong
"304 STAINLESS STEEL EYE BOLT, 3/4-10 THR",GENERIC USA,K2028-SS,K2028-SS,SF50SS012,SF50SS012,,toolong
"304 STAINLESS STEEL EYE BOLT, 1-8 THREAD",GENERIC USA,K2030-SS,K2030-SS,SF50SS016,SF50SS016,,toolong
"304 STAINLESS STEEL EYE BOLT, 1 1/4-7 TH",GENERIC USA,K2032-SS,K2032-SS,SF50SS020,SF50SS020,,toolong
"SHOULDER PLAIN EYE BOLT, 1/4-20 THREAD S",GENERIC USA,K2021,K2021,SF50004,SF50004,,toolong
"SHOULDER PLATED EYE BOLT, 1/4-20 THREAD",GENERIC USA,K2021-ZN,K2021-ZN,SF50004Z,SF50004Z,,toolong
"SHOULDER PLAIN EYE BOLT, 5/16-18 THREAD",GENERIC USA,K2022,K2022,SF50005,SF50005,,toolong
"SHOULDER PLATED EYE BOLT, 5/16-18 THREAD",GENERIC USA,K2022-ZN,K2022-ZN,SF50005Z,SF50005Z,,toolong
"SHOULDER PLAIN EYE BOLT, 3/8-16 THREAD S",GENERIC USA,K2023,K2023,SF50006,SF50006,,toolong
"SHOULDER PLATED EYE BOLT, 3/8-16 THREAD",GENERIC USA,K2023-ZN,K2023-ZN,SF50006Z,SF50006Z,,toolong
"SHOULDER PLAIN EYE BOLT, 1/2-13 THREAD S",GENERIC USA,K2025,K2025,SF50008,SF50008,,toolong
"SHOULDER PLATED EYE BOLT, 1/2-13 THREAD",GENERIC USA,K2025-ZN,K2025-ZN,SF50008Z,SF50008Z,,toolong
"SHOULDER PLAIN EYE BOLT, 5/8-11 THREAD S",GENERIC USA,K2027,K2027,SF50010,SF50010,,toolong
"SHOULDER PLATED EYE BOLT, 5/8-11 THREAD",GENERIC USA,K2027-ZN,K2027-ZN,SF50010Z,SF50010Z,,toolong
"SHOULDER PLAIN EYE BOLT, 3/4-10 THREAD S",GENERIC USA,K2028,K2028,SF50012,SF50012,,toolong
"SHOULDER PLATED EYE BOLT, 3/4-10 THREAD",GENERIC USA,K2028-ZN,K2028-ZN,SF50012Z,SF50012Z,,toolong
"SHOULDER PLAIN EYE BOLT, 7/8-9 THREAD SI",GENERIC USA,K2029,K2029,SF50014,SF50014,,toolong
"SHOULDER PLATED EYE BOLT, 7/8-9 THREAD S",GENERIC USA,K2029-ZN,K2029-ZN,SF50014Z,SF50014Z,,toolong
"SHOULDER PLAIN EYE BOLT, 1-8 THREAD SIZE",GENERIC USA,K2030,K2030,SF50016,SF50016,,toolong
"SHOULDER PLATED EYE BOLT, 1-8 THREAD SIZ",GENERIC USA,K2030-ZN,K2030-ZN,SF50016Z,SF50016Z,,toolong
"SHOULDER PLAIN EYE BOLT, 1 1/4-7 THREAD",GENERIC USA,K2032,K2032,SF50020,SF50020,,toolong
"SHOULDER PLAIN EYE BOLT, 1 1/2-6 THREAD",GENERIC USA,K2034,K2034,SF50024,SF50024,,toolong
"SHOULDER PLAIN EYE BOLT, 2-4 1/2 THREAD",GENERIC USA,K2036,K2036,SF50032,SF50032,,toolong
"NO SHOULDER PLAIN EYE BOLT, 1/4-20 THREA",GENERIC USA,K2001,K2001,SF50004P,SF50004P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 5/16-18 THRE",GENERIC USA,K2002,K2002,SF50005P,SF50005P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 3/8-16 THREA",GENERIC USA,K2003,K2003,SF50006P,SF50006P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 7/16-14 THRE",GENERIC USA,K2004,K2004,SF50007P,SF50007P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 1/2-13 THREA",GENERIC USA,K2005,K2005,SF50008P,SF50008P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 9/16-12 THRE",GENERIC USA,K2006,K2006,SF50009P,SF50009P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 5/8-11 THREA",GENERIC USA,K2007,K2007,SF50010P,SF50010P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 3/4-10 THREA",GENERIC USA,K2008,K2008,SF50012P,SF50012P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 7/8-9 THREAD",GENERIC USA,K2009,K2009,SF50014P,SF50014P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 1-8 THREAD S",GENERIC USA,K2010,K2010,SF50016P,SF50016P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 1-1/8-7 THRE",GENERIC USA,K2011,K2011,SF50018P,SF50018P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 1 1/4-7 THRE",GENERIC USA,K2012,K2012,SF50020P,SF50020P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 1 1/2-6 THRE",GENERIC USA,K2014,K2014,SF50024P,SF50024P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 1 3/4-5 THRE",GENERIC USA,K2015,K2015,SF50028P,SF50028P,,toolong
"NO SHOULDER PLAIN EYE BOLT, 2-4 1/2 THRE",GENERIC USA,K2016,K2016,SF50032P,SF50032P,,toolong
"SHOULDER PLAIN EYE BOLT, 9/16-12 THREAD",GENERIC USA,K2026,K2026,SF50009,SF50009,,toolong
"SHOULDER PLAIN EYE BOLT, 1 1/8-7 THREAD",GENERIC USA,K2031,K2031,SF50018,SF50018,,toolong
"SHOULDER PLAIN EYE BOLT, 1 3/4-5 THREAD",GENERIC USA,K2035,K2035,SF50028,SF50028,,toolong
SCMT32.52MT TT5100,INGERSOLL,5514741,5514741,IC065514741,IC065514741,,toolong
SCMT431MT TT5100,INGERSOLL,5514808,5514808,IC065514808,IC065514808,,toolong
SCMT432MT TT5100,INGERSOLL,5514929,5514929,IC065514929,IC065514929,,toolong
SCMT432MT TT8020,INGERSOLL,5515712,5515712,IC065515712,IC065515712,,toolong
SCMT32.52MT TT8020,INGERSOLL,5515729,5515729,IC065515729,IC065515729,,toolong
SCMT32.51MT TT8020,INGERSOLL,5515736,5515736,IC065515736,IC065515736,,toolong
SCMT32.52MT TT7100,INGERSOLL,5517813,5517813,IC065517813,IC065517813,,toolong
SCMT32.52MT TT5080,INGERSOLL,5523037,5523037,IC065523037,IC065523037,,toolong
SCMT432MT TT5080,INGERSOLL,5523038,5523038,IC065523038,IC065523038,,toolong
SCMT32.52MT TT7015,INGERSOLL,5523621,5523621,IC065523621,IC065523621,,toolong
SCMT432MT TT7015,INGERSOLL,5523639,5523639,IC065523639,IC065523639,,toolong
SCMT32.51MT TT7015,INGERSOLL,5523702,5523702,IC065523702,IC065523702,,toolong
SCMT32.52FG TT5100,INGERSOLL,5515104,5515104,IC065515104,IC065515104,,toolong
SCMT32.52FG TT5080,INGERSOLL,5523036,5523036,IC065523036,IC065523036,,toolong
1 1/2 - 40 GRIT - CERAMIC PRO - TURN-ON,STANDARD ABRASIVES,51141436548,51141436548,MM30527313,MM30527313,,toolong
1 1/2 - 60 GRIT - CERAMIC PRO - TURN-ON,STANDARD ABRASIVES,76308636203,76308636203,MM30527315,MM30527315,,toolong
1 1/2 - 80 GRIT - CERAMIC PRO - TURN-ON,STANDARD ABRASIVES,76308636210,76308636210,MM30527316,MM30527316,,toolong
1 1/2 - 120 GRIT - CERAMIC PRO - TURN-ON,STANDARD ABRASIVES,76308636227,76308636227,MM30527318,MM30527318,,toolong
2 - 40 GRIT - CERAMIC PRO - TURN-ON QUIC,STANDARD ABRASIVES,76308636234,76308636234,MM30527413,MM30527413,,toolong
2 - 60 GRIT - CERAMIC PRO - TURN-ON QUIC,STANDARD ABRASIVES,76308636241,76308636241,MM30527415,MM30527415,,toolong
2 - 80 GRIT - CERAMIC PRO - TURN-ON QUIC,STANDARD ABRASIVES,76308636258,76308636258,MM30527416,MM30527416,,toolong
2 - 120 GRIT - CERAMIC PRO - TURN-ON QUI,STANDARD ABRASIVES,76308636265,76308636265,MM30527418,MM30527418,,toolong
3 - 40 GRIT - CERAMIC PRO - TURN-ON QUIC,STANDARD ABRASIVES,76308636272,76308636272,MM30527513,MM30527513,,toolong
3 - 60 GRIT - CERAMIC PRO - TURN-ON QUIC,STANDARD ABRASIVES,76308636289,76308636289,MM30527515,MM30527515,,toolong
3 - 120 GRIT - CERAMIC PRO - TURN-ON QUI,STANDARD ABRASIVES,76308636302,76308636302,MM30527518,MM30527518,,toolong
4 - 60 GRIT - CERAMIC PRO - TURN-ON QUIC,STANDARD ABRASIVES,76308636326,76308636326,MM30527615,MM30527615,,toolong
4 - 80 GRIT - CERAMIC PRO - TURN-ON QUIC,STANDARD ABRASIVES,76308636333,76308636333,MM30527616,MM30527616,,toolong
4 - 120 GRIT - CERAMIC PRO - TURN-ON QUI,STANDARD ABRASIVES,76308636340,76308636340,MM30527618,MM30527618,,toolong
1 1/2 - 60 GRIT - CERAMIC PRO - ROLL-ON,STANDARD ABRASIVES,76308636364,76308636364,MM30597315,MM30597315,,toolong
1 1/2 - 80 GRIT - CERAMIC PRO - ROLL-ON,STANDARD ABRASIVES,76308636371,76308636371,MM30597316,MM30597316,,toolong
1 1/2 - 120 GRIT - CERAMIC PRO - ROLL-ON,STANDARD ABRASIVES,76308636388,76308636388,MM30597318,MM30597318,,toolong
2 - 40 GRIT - CERAMIC PRO - ROLL-ON QUIC,STANDARD ABRASIVES,76308636395,76308636395,MM30597413,MM30597413,,toolong
2 - 60 GRIT - CERAMIC PRO - ROLL-ON QUIC,STANDARD ABRASIVES,76308636401,76308636401,MM30597415,MM30597415,,toolong
2 - 80 GRIT - CERAMIC PRO - ROLL-ON QUIC,STANDARD ABRASIVES,76308636418,76308636418,MM30597416,MM30597416,,toolong
2 - 120 GRIT - CERAMIC PRO - ROLL-ON QUI,STANDARD ABRASIVES,76308636425,76308636425,MM30597418,MM30597418,,toolong
3 - 40 GRIT - CERAMIC PRO - ROLL-ON QUIC,STANDARD ABRASIVES,76308636432,76308636432,MM30597513,MM30597513,,toolong
3 - 60 GRIT - CERAMIC PRO - ROLL-ON QUIC,STANDARD ABRASIVES,76308636449,76308636449,MM30597515,MM30597515,,toolong
3 - 80 GRIT - CERAMIC PRO - ROLL-ON QUIC,STANDARD ABRASIVES,76308636456,76308636456,MM30597516,MM30597516,,toolong
4 - 40 GRIT - CERAMIC PRO - ROLL-ON QUIC,STANDARD ABRASIVES,76308636470,76308636470,MM30597613,MM30597613,,toolong
4 - 80 GRIT - CERAMIC PRO - ROLL-ON QUIC,STANDARD ABRASIVES,76308636494,76308636494,MM30597616,MM30597616,,toolong
4 - 120 GRIT - CERAMIC PRO - ROLL-ON QUI,STANDARD ABRASIVES,76308636500,76308636500,MM30597618,MM30597618,,toolong
3 1/2 DIAMETER-1 1/8 WIDTH - MIRAFLEX -,PAYSON,050312BR,050312BR,RY50050312BR,RY50050312BR,,toolong
3 DIAMETER-1 3/8 WIDTH - PAYROCK - SWIVE,PAYSON,0503OH,0503OH,RY500503OH,RY500503OH,,toolong
3 DIAMETER-1 3/8 WIDTH - PAYFLEX - SWIVE,PAYSON,0503OX,0503OX,RY500503OX,RY500503OX,,toolong
4 DIAMETER-1 1/8 WIDTH - MIRAFLEX - SWIV,PAYSON,0504BR,0504BR,RY500504BR,RY500504BR,,toolong
4 DIAMETER-1 1/4 WIDTH - PAYROCK - SWIVE,PAYSON,0504OH,0504OH,RY500504OH,RY500504OH,,toolong
4 DIAMETER-1 1/4 WIDTH - PAYFLEX - SWIVE,PAYSON,0504OX,0504OX,RY500504OX,RY500504OX,,toolong
5 DIAMETER-1 1/8 WIDTH - MIRAFLEX - SWIV,PAYSON,0505BR,0505BR,RY500505BR,RY500505BR,,toolong
5 DIAMETER-1 1/4 WIDTH - PAYROCK - SWIVE,PAYSON,0505OH,0505OH,RY500505OH,RY500505OH,,toolong
5 DIAMETER-1 1/4 WIDTH - PAYFLEX - SWIVE,PAYSON,0505OX,0505OX,RY500505OX,RY500505OX,,toolong
3 1/2 DIAMETER-1 1/8 WIDTH - MIRAFLEX -,PAYSON,051312BR,051312BR,RY50051312BR,RY50051312BR,,toolong
3 DIAMETER-1 3/8 WIDTH - PAYROCK - RIGID,PAYSON,0513OH,0513OH,RY500513OH,RY500513OH,,toolong
3 DIAMETER-1 3/8 WIDTH - PAYFLEX - RIGID,PAYSON,0513OX,0513OX,RY500513OX,RY500513OX,,toolong
4 DIAMETER-1 1/8 WIDTH - MIRAFLEX - RIGI,PAYSON,0514BR,0514BR,RY500514BR,RY500514BR,,toolong
4 DIAMETER-1 1/4 WIDTH - PAYROCK - RIGID,PAYSON,0514OH,0514OH,RY500514OH,RY500514OH,,toolong
4 DIAMETER-1 1/4 WIDTH - PAYFLEX - RIGID,PAYSON,0514OX,0514OX,RY500514OX,RY500514OX,,toolong
5 DIAMETER-1 1/8 WIDTH - MIRAFLEX - RIGI,PAYSON,0515BR,0515BR,RY500515BR,RY500515BR,,toolong
5 DIAMETER-1 1/4 WIDTH - PAYROCK - RIGID,PAYSON,0515OH,0515OH,RY500515OH,RY500515OH,,toolong
5 DIAMETER-1 1/4 WIDTH - PAYFLEX - RIGID,PAYSON,0515OX,0515OX,RY500515OX,RY500515OX,,toolong
2 1/2 DIAMETER-1 1/8 WIDTH - PAYROCK - S,PAYSON,760212OH,760212OH,RY50760212OH,RY50760212OH,,toolong
2 1/2 DIAMETER-1 1/8 WIDTH - PAYFLEX - S,PAYSON,760212OX,760212OX,RY50760212OX,RY50760212OX,,toolong
2 1/2 DIAMETER-1 WIDTH - PAYRON - SWIVEL,PAYSON,760212PS,760212PS,RY50760212PS,RY50760212PS,,toolong
2 DIAMETER-7/8 WIDTH - PAYROCK - SWIVEL-,PAYSON,7602OH,7602OH,RY507602OH,RY507602OH,,toolong
2 DIAMETER-7/8 WIDTH - PAYFLEX - SWIVEL-,PAYSON,7602OX,7602OX,RY507602OX,RY507602OX,,toolong
2 DIAMETER-7/8 WIDTH - PAYRON - SWIVEL-1,PAYSON,7602PS,7602PS,RY507602PS,RY507602PS,,toolong
3 DIAMETER-1 3/8 WIDTH - PAYROCK - SWIVE,PAYSON,7603OH,7603OH,RY507603OH,RY507603OH,,toolong
3 DIAMETER-1 3/8 WIDTH - PAYFLEX - SWIVE,PAYSON,7603OX,7603OX,RY507603OX,RY507603OX,,toolong
3 DIAMETER-1 1/4 WIDTH - PAYRON - SWIVEL,PAYSON,7603PS,7603PS,RY507603PS,RY507603PS,,toolong
4 DIAMETER-1 1/2 WIDTH - PAYROCK - SWIVE,PAYSON,7604OH,7604OH,RY507604OH,RY507604OH,,toolong
4 DIAMETER-1 1/2 WIDTH - PAYFLEX - SWIVE,PAYSON,7604OX,7604OX,RY507604OX,RY507604OX,,toolong
4 DIAMETER-1 3/8 WIDTH - PAYRON - SWIVEL,PAYSON,7604PS,7604PS,RY507604PS,RY507604PS,,toolong
2 1/2 DIAMETER-1 1/8 WIDTH - PAYROCK - R,PAYSON,761212OH,761212OH,RY50761212OH,RY50761212OH,,toolong
2 1/2 DIAMETER-1 1/8 WIDTH - PAYFLEX - R,PAYSON,761212OX,761212OX,RY50761212OX,RY50761212OX,,toolong
2 1/2 DIAMETER-1 WIDTH - PAYRON - RIGID-,PAYSON,761212PS,761212PS,RY50761212PS,RY50761212PS,,toolong
2 DIAMETER-7/8 WIDTH - PAYROCK - RIGID-1,PAYSON,7612OH,7612OH,RY507612OH,RY507612OH,,toolong
2 DIAMETER-7/8 WIDTH - PAYFLEX - RIGID-7,PAYSON,7612OX,7612OX,RY507612OX,RY507612OX,,toolong
2 DIAMETER-7/8 WIDTH - PAYRON - RIGID-10,PAYSON,7612PS,7612PS,RY507612PS,RY507612PS,,toolong
3 DIAMETER-1 3/8 WIDTH - PAYROCK - RIGID,PAYSON,7613OH,7613OH,RY507613OH,RY507613OH,,toolong
3 DIAMETER-1 3/8 WIDTH - PAYFLEX - RIGID,PAYSON,7613OX,7613OX,RY507613OX,RY507613OX,,toolong
3 DIAMETER-1 1/4 WIDTH - PAYRON - RIGID-,PAYSON,7613PS,7613PS,RY507613PS,RY507613PS,,toolong
4 DIAMETER-1 1/2 WIDTH - PAYROCK - RIGID,PAYSON,7614OH,7614OH,RY507614OH,RY507614OH,,toolong
4 DIAMETER-1 1/2 WIDTH - PAYFLEX - RIGID,PAYSON,7614OX,7614OX,RY507614OX,RY507614OX,,toolong
4 DIAMETER-1 3/8 WIDTH - PAYRON - RIGID-,PAYSON,7614PS,7614PS,RY507614PS,RY507614PS,,toolong
10 DIAMETER-3 WIDTH - PAYTHANE - SWIVEL-,PAYSON,50010UL,50010UL,RY5050010UL,RY5050010UL,,toolong
"10 DIAMETER-3 WIDTH - PAYRON - SWIVEL-2,",PAYSON,50010US,50010US,RY5050010US,RY5050010US,,toolong
"6 DIAMETER-3 WIDTH - PAYRON - SWIVEL-2,5",PAYSON,5006US,5006US,RY505006US,RY505006US,,toolong
8 DIAMETER-3 WIDTH - PAYTHANE - SWIVEL-2,PAYSON,5008UL,5008UL,RY505008UL,RY505008UL,,toolong
"8 DIAMETER-3 WIDTH - PAYRON - SWIVEL-2,5",PAYSON,5008US,5008US,RY505008US,RY505008US,,toolong
10 DIAMETER-3 WIDTH - PAYTHANE - RIGID-2,PAYSON,50110UL,50110UL,RY5050110UL,RY5050110UL,,toolong
"10 DIAMETER-3 WIDTH - PLEXITE - RIGID-2,",PAYSON,50110UM,50110UM,RY5050110UM,RY5050110UM,,toolong
"10 DIAMETER-3 WIDTH - PAYRON - RIGID-2,7",PAYSON,50110US,50110US,RY5050110US,RY5050110US,,toolong
"6 DIAMETER-3 WIDTH - PAYRON - RIGID-2,50",PAYSON,5016US,5016US,RY505016US,RY505016US,,toolong
6 DIAMETER-2 1/2 WIDTH - PAYTHANE - SWIV,PAYSON,3006UL,3006UL,RY503006UL,RY503006UL,,toolong
6 DIAMETER-2 1/2 WIDTH - PAYRON - SWIVEL,PAYSON,3006US,3006US,RY503006US,RY503006US,,toolong
6 DIAMETER-2 1/2 WIDTH - BRONCO - SWIVEL,PAYSON,3006UV,3006UV,RY503006UV,RY503006UV,,toolong
8 DIAMETER-2 1/2 WIDTH - PAYTHANE - SWIV,PAYSON,3008UL,3008UL,RY503008UL,RY503008UL,,toolong
8 DIAMETER-2 1/2 WIDTH - PAYRON - SWIVEL,PAYSON,3008US,3008US,RY503008US,RY503008US,,toolong
8 DIAMETER-2 1/2 WIDTH - BRONCO - SWIVEL,PAYSON,3008UV,3008UV,RY503008UV,RY503008UV,,toolong
6 DIAMETER-2 1/2 WIDTH - PAYTHANE - RIGI,PAYSON,3016UL,3016UL,RY503016UL,RY503016UL,,toolong
6 DIAMETER-2 1/2 WIDTH - PLEXITE - RIGID,PAYSON,3016UM,3016UM,RY503016UM,RY503016UM,,toolong
6 DIAMETER-2 1/2 WIDTH - PAYRON - RIGID-,PAYSON,3016US,3016US,RY503016US,RY503016US,,toolong
6 DIAMETER-2 1/2 WIDTH - BRONCO - RIGID-,PAYSON,3016UV,3016UV,RY503016UV,RY503016UV,,toolong
8 DIAMETER-2 1/2 WIDTH - PAYTHANE - RIGI,PAYSON,3018UL,3018UL,RY503018UL,RY503018UL,,toolong
8 DIAMETER-2 1/2 WIDTH - PLEXITE - RIGID,PAYSON,3018UM,3018UM,RY503018UM,RY503018UM,,toolong
8 DIAMETER-2 1/2 WIDTH - PAYRON - RIGID-,PAYSON,3018US,3018US,RY503018US,RY503018US,,toolong
8 DIAMETER-2 1/2 WIDTH - BRONCO - RIGID-,PAYSON,3018UV,3018UV,RY503018UV,RY503018UV,,toolong
6 DIAMETER-2 WIDTH - PAYROCK - SWIVEL-56,PAYSON,2006OH,2006OH,RY502006OH,RY502006OH,,toolong
6 DIAMETER-2 WIDTH - PAYFLEX - SWIVEL-40,PAYSON,2006OX,2006OX,RY502006OX,RY502006OX,,toolong
6 DIAMETER-2 WIDTH - PAYRON - SWIVEL-900,PAYSON,2006US,2006US,RY502006US,RY502006US,,toolong
